Time [s],T1,T2,T3,T4,T5
2.214194250,0,0,0,0,0
2.214211125,0,0,0,0,1
2.269715917,0,0,0,0,0
2.269733792,0,0,0,1,0
2.270175542,0,0,0,0,0
2.304041625,0,0,0,1,0
2.304477292,0,0,0,0,0
2.354524375,0,0,0,1,0
2.354966125,0,0,0,0,0
2.405007125,0,0,0,1,0
2.405448875,0,0,0,0,0
2.455485042,0,0,0,1,0
2.455920750,0,0,0,0,0
2.505956917,0,0,0,1,0
2.506392625,0,0,0,0,0
2.556440000,0,0,0,1,0
2.556881750,0,0,0,0,0
2.606917917,0,0,0,1,0
2.607353625,0,0,0,0,0
2.657397625,0,1,0,0,0
2.657515750,0,0,0,0,0
2.657526625,1,0,0,0,0
2.718410542,0,0,0,0,0
2.718424292,0,0,1,0,0
2.718540875,0,0,0,0,0
2.718558750,0,0,0,1,0
2.718994417,0,0,0,0,0
2.719011292,0,0,0,0,1
2.774541417,0,0,0,0,0
2.774559292,0,0,0,1,0
2.775001042,0,0,0,0,0
2.808845375,0,0,0,1,0
2.809281042,0,0,0,0,0
2.859317250,0,0,0,1,0
2.859752917,0,0,0,0,0
2.909800000,0,0,0,1,0
2.910241750,0,0,0,0,0
2.960277917,0,0,0,1,0
2.960713625,0,0,0,0,0
3.010760667,0,0,0,1,0
3.011196375,0,0,0,0,0
3.061243750,0,0,0,1,0
3.061685500,0,0,0,0,0
3.111721667,0,0,0,1,0
3.112157375,0,0,0,0,0
3.162201667,1,0,0,0,0
3.184162750,0,0,0,0,0
3.184173292,0,1,0,0,0
3.184291750,0,0,0,0,0
3.184305500,0,0,1,0,0
3.184420792,0,0,0,0,0
3.184438667,0,0,0,1,0
3.184874375,0,0,0,0,0
3.184891250,0,0,0,0,1
3.240420125,0,0,0,0,0
3.240438000,0,0,0,1,0
3.240879750,0,0,0,0,0
3.263167125,0,0,0,1,0
3.263608875,0,0,0,0,0
3.313645042,0,0,0,1,0
3.314080750,0,0,0,0,0
3.364117250,0,0,0,1,0
3.364552917,0,0,0,0,0
3.414600000,0,0,0,1,0
3.415041750,0,0,0,0,0
3.465077917,0,0,0,1,0
3.465513625,0,0,0,0,0
3.515560667,0,0,0,1,0
3.515996375,0,0,0,0,0
3.566043417,0,0,0,1,0
3.566485167,0,0,0,0,0
3.616532542,0,0,0,1,0
3.616968250,0,0,0,0,0
3.667001667,1,0,0,0,0
3.727892417,0,0,0,0,0
3.727903000,0,1,0,0,0
3.728019542,0,0,0,0,0
3.728033292,0,0,1,0,0
3.728148625,0,0,0,0,0
3.728166500,0,0,0,1,0
3.728602167,0,0,0,0,0
3.728619042,0,0,0,0,1
3.784118875,0,0,0,0,0
3.784136750,0,0,0,1,0
3.784578500,0,0,0,0,0
3.818444542,0,0,0,1,0
3.818880250,0,0,0,0,0
3.868916417,0,0,0,1,0
3.869352125,0,0,0,0,0
3.919399500,0,0,0,1,0
3.919841250,0,0,0,0,0
3.969877417,0,0,0,1,0
3.970313125,0,0,0,0,0
4.020360167,0,0,0,1,0
4.020795875,0,0,0,0,0
4.070842917,0,0,0,1,0
4.071284667,0,0,0,0,0
4.121325667,0,0,0,1,0
4.121767417,0,0,0,0,0
4.171801167,1,0,0,0,0
4.232692667,0,0,0,0,0
4.232703250,0,1,0,0,0
4.232819500,0,0,0,0,0
4.232833250,0,0,1,0,0
4.232948750,0,0,0,0,0
4.232972667,0,0,0,1,0
4.233408375,0,0,0,0,0
4.233425250,0,0,0,0,1
4.288942542,0,0,0,0,0
4.288960417,0,0,0,1,0
4.289402167,0,0,0,0,0
4.323246500,0,0,0,1,0
4.323682167,0,0,0,0,0
4.373718375,0,0,0,1,0
4.374154042,0,0,0,0,0
4.424201125,0,0,0,1,0
4.424642875,0,0,0,0,0
4.474679375,0,0,0,1,0
4.475115042,0,0,0,0,0
4.525162125,0,0,0,1,0
4.525597792,0,0,0,0,0
4.575644875,0,0,0,1,0
4.576086625,0,0,0,0,0
4.626116750,0,0,0,1,0
4.626558500,0,0,0,0,0
4.676597917,0,0,0,0,1
4.732090542,0,0,0,0,0
4.732101417,1,0,0,0,0
4.754154875,0,0,0,0,0
4.754165417,0,1,0,0,0
4.754283667,0,0,0,0,0
4.754297417,0,0,1,0,0
4.754412625,0,0,0,0,0
4.754430500,0,0,0,1,0
4.754866167,0,0,0,0,0
4.777562292,0,0,0,1,0
4.778004042,0,0,0,0,0
4.828040250,0,0,0,1,0
4.828475917,0,0,0,0,0
4.878523000,0,0,0,1,0
4.878958667,0,0,0,0,0
4.929005750,0,0,0,1,0
4.929447500,0,0,0,0,0
4.979483667,0,0,0,1,0
4.979919375,0,0,0,0,0
5.029966750,0,0,0,1,0
5.030402417,0,0,0,0,0
5.080438625,0,0,0,1,0
5.080880375,0,0,0,0,0
5.130921375,0,0,0,1,0
5.131363125,0,0,0,0,0
5.181399417,0,0,1,0,0
5.181516792,0,0,0,0,0
5.181527667,1,0,0,0,0
5.242418875,0,0,0,0,0
5.242429417,0,1,0,0,0
5.242547542,0,0,0,0,0
5.242565417,0,0,0,1,0
5.243007167,0,0,0,0,0
5.243024042,0,0,0,0,1
5.298523875,0,0,0,0,0
5.298541750,0,0,0,1,0
5.298983500,0,0,0,0,0
5.332838667,0,0,0,1,0
5.333274375,0,0,0,0,0
5.383321417,0,0,0,1,0
5.383757125,0,0,0,0,0
5.433804167,0,0,0,1,0
5.434245917,0,0,0,0,0
5.484286917,0,0,0,1,0
5.484728667,0,0,0,0,0
5.534764875,0,0,0,1,0
5.535200542,0,0,0,0,0
5.585237042,0,0,0,1,0
5.585678792,0,0,0,0,0
5.635719792,0,0,0,1,0
5.636161542,0,0,0,0,0
5.686202000,0,0,0,1,0
5.686637667,0,0,0,0,0
5.686648542,1,0,0,0,0
5.747538667,0,0,0,0,0
5.747549250,0,1,0,0,0
5.747667667,0,0,0,0,0
5.747681417,0,0,1,0,0
5.747796625,0,0,0,0,0
5.747814500,0,0,0,1,0
5.748250167,0,0,0,0,0
5.748267042,0,0,0,0,1
5.803788250,0,0,0,0,0
5.803806125,0,0,0,1,0
5.804241792,0,0,0,0,0
5.837640250,0,0,0,1,0
5.838075917,0,0,0,0,0
5.888123000,0,0,0,1,0
5.888558667,0,0,0,0,0
5.938605750,0,0,0,1,0
5.939047500,0,0,0,0,0
5.989077625,0,0,0,1,0
5.989519375,0,0,0,0,0
6.039566417,0,0,0,1,0
6.040002125,0,0,0,0,0
6.090038292,0,0,0,1,0
6.090474000,0,0,0,0,0
6.140521375,0,0,0,1,0
6.140963125,0,0,0,0,0
6.190999417,0,0,1,0,0
6.191116792,0,0,0,0,0
6.191127667,1,0,0,0,0
6.213093542,0,0,0,0,0
6.213104125,0,1,0,0,0
6.213219750,0,0,0,0,0
6.213237625,0,0,0,1,0
6.213679375,0,0,0,0,0
6.213696250,0,0,0,0,1
6.269230125,0,0,0,0,0
6.269248000,0,0,0,1,0
6.269683667,0,0,0,0,0
6.291966250,0,0,0,1,0
6.292408000,0,0,0,0,0
6.342444167,0,0,0,1,0
6.342879875,0,0,0,0,0
6.392916375,0,0,0,1,0
6.393352042,0,0,0,0,0
6.443399125,0,0,0,1,0
6.443840875,0,0,0,0,0
6.493881875,0,0,0,1,0
6.494323625,0,0,0,0,0
6.544359792,0,0,0,1,0
6.544795500,0,0,0,0,0
6.594842542,0,0,0,1,0
6.595278250,0,0,0,0,0
6.645325625,0,0,0,1,0
6.645767375,0,0,0,0,0
6.695800792,1,0,0,0,0
6.756692292,0,0,0,0,0
6.756702875,0,1,0,0,0
6.756819750,0,0,0,0,0
6.756833500,0,0,1,0,0
6.756948667,0,0,0,0,0
6.756966542,0,0,0,1,0
6.757408292,0,0,0,0,0
6.757425167,0,0,0,0,1
6.812947500,0,0,0,0,0
6.812965375,0,0,0,1,0
6.813401042,0,0,0,0,0
6.847251417,0,0,0,1,0
6.847687125,0,0,0,0,0
6.897723292,0,0,0,1,0
6.898159000,0,0,0,0,0
6.948206375,0,0,0,1,0
6.948648125,0,0,0,0,0
6.998678250,0,0,0,1,0
6.999120000,0,0,0,0,0
7.049167042,0,0,0,1,0
7.049602750,0,0,0,0,0
7.099638917,0,0,0,1,0
7.100074625,0,0,0,0,0
7.150121667,0,0,0,1,0
7.150563417,0,0,0,0,0
7.200600042,0,0,1,0,0
7.200716792,0,0,0,0,0
7.200727667,1,0,0,0,0
7.261618875,0,0,0,0,0
7.261629417,0,1,0,0,0
7.261747542,0,0,0,0,0
7.261765417,0,0,0,1,0
7.262207167,0,0,0,0,0
7.262224042,0,0,0,0,1
7.317728875,0,0,0,0,0
7.317746750,0,0,0,1,0
7.318182417,0,0,0,0,0
7.352037625,0,0,0,1,0
7.352479375,0,0,0,0,0
7.402526417,0,0,0,1,0
7.402962125,0,0,0,0,0
7.452998292,0,0,0,1,0
7.453434000,0,0,0,0,0
7.503481375,0,0,0,1,0
7.503923125,0,0,0,0,0
7.553959292,0,0,0,1,0
7.554395000,0,0,0,0,0
7.604442042,0,0,0,1,0
7.604877750,0,0,0,0,0
7.654924792,0,0,0,1,0
7.655366542,0,0,0,0,0
7.705400000,1,0,0,0,0
7.727455000,0,0,0,0,0
7.727465542,0,1,0,0,0
7.727579625,0,0,0,0,0
7.727593375,0,0,1,0,0
7.727708875,0,0,0,0,0
7.727726750,0,0,0,1,0
7.728168500,0,0,0,0,0
7.728185375,0,0,0,0,1
7.783716417,0,0,0,0,0
7.783734292,0,0,0,1,0
7.784170000,0,0,0,0,0
7.806365875,0,0,0,1,0
7.806807625,0,0,0,0,0
7.856837750,0,0,0,1,0
7.857279500,0,0,0,0,0
7.907326542,0,0,0,1,0
7.907762250,0,0,0,0,0
7.957798417,0,0,0,1,0
7.958234125,0,0,0,0,0
8.008281167,0,0,0,1,0
8.008722917,0,0,0,0,0
8.058759417,0,0,0,1,0
8.059195125,0,0,0,0,0
8.109242167,0,0,0,1,0
8.109677875,0,0,0,0,0
8.159724917,0,0,0,1,0
8.160166667,0,0,0,0,0
8.210207125,0,0,0,1,0
8.210642792,0,0,0,0,0
8.210653667,1,0,0,0,0
8.271537917,0,0,0,0,0
8.271548500,0,1,0,0,0
8.271659542,0,0,0,0,0
8.271673292,0,0,1,0,0
8.271788792,0,0,0,0,0
8.271806667,0,0,0,1,0
8.272242375,0,0,0,0,0
8.272259250,0,0,0,0,1
8.327781542,0,0,0,0,0
8.327799417,0,0,0,1,0
8.328241167,0,0,0,0,0
8.361644417,0,0,0,1,0
8.362086167,0,0,0,0,0
8.412122375,0,0,0,1,0
8.412558042,0,0,0,0,0
8.462605125,0,0,0,1,0
8.463040792,0,0,0,0,0
8.513077000,0,0,0,1,0
8.513518750,0,0,0,0,0
8.563565792,0,0,0,1,0
8.564001500,0,0,0,0,0
8.614038000,0,0,0,1,0
8.614473667,0,0,0,0,0
8.664520750,0,0,0,1,0
8.664962500,0,0,0,0,0
8.715000750,1,0,0,0,0
8.775898167,0,0,0,0,0
8.775908750,0,1,0,0,0
8.776019667,0,0,0,0,0
8.776033417,0,0,1,0,0
8.776148625,0,0,0,0,0
8.776166500,0,0,0,1,0
8.776608250,0,0,0,0,0
8.776625125,0,0,0,0,1
8.832122750,0,0,0,0,0
8.832140625,0,0,0,1,0
8.832576292,0,0,0,0,0
8.866442375,0,0,0,1,0
8.866884125,0,0,0,0,0
8.916920292,0,0,0,1,0
8.917356000,0,0,0,0,0
8.967403042,0,0,0,1,0
8.967838750,0,0,0,0,0
9.017885792,0,0,0,1,0
9.018327542,0,0,0,0,0
9.068363750,0,0,0,1,0
9.068799417,0,0,0,0,0
9.118846500,0,0,0,1,0
9.119282167,0,0,0,0,0
9.169318667,0,0,0,1,0
9.169760417,0,0,0,0,0
9.219798375,0,1,0,0,0
9.219915667,0,0,0,0,0
9.219926542,1,0,0,0,0
9.241932750,0,0,0,0,0
9.241946500,0,0,1,0,0
9.242060750,0,0,0,0,0
9.242078625,0,0,0,1,0
9.242520375,0,0,0,0,0
9.242537250,0,0,0,0,1
9.298051125,0,0,0,0,0
9.298069000,0,0,0,1,0
9.298504667,0,0,0,0,0
9.320765500,0,0,0,1,0
9.321201167,0,0,0,0,0
9.371237375,0,0,0,1,0
9.371679125,0,0,0,0,0
9.421726500,0,0,0,1,0
9.422162167,0,0,0,0,0
9.472198375,0,0,0,1,0
9.472634042,0,0,0,0,0
9.522681125,0,0,0,1,0
9.523122875,0,0,0,0,0
9.573159042,0,0,0,1,0
9.573594750,0,0,0,0,0
9.623641792,0,0,0,1,0
9.624077500,0,0,0,0,0
9.674124542,0,0,0,1,0
9.674566625,0,0,0,0,0
9.724601000,0,0,0,1,0
9.725042750,0,0,0,0,0
9.725053625,1,0,0,0,0
9.785944667,0,0,0,0,0
9.785955250,0,1,0,0,0
9.786067750,0,0,0,0,0
9.786081500,0,0,1,0,0
9.786196792,0,0,0,0,0
9.786214667,0,0,0,1,0
9.786650375,0,0,0,0,0
9.786667250,0,0,0,0,1
9.842198292,0,0,0,0,0
9.842216167,0,0,0,1,0
9.842657917,0,0,0,0,0
9.876039417,0,0,0,1,0
9.876481167,0,0,0,0,0
9.926517375,0,0,0,1,0
9.926953042,0,0,0,0,0
9.977000417,0,0,0,1,0
9.977436125,0,0,0,0,0
10.027483167,0,0,0,1,0
10.027924917,0,0,0,0,0
10.077972000,0,0,0,1,0
10.078407667,0,0,0,0,0
10.128443875,0,0,0,1,0
10.128879542,0,0,0,0,0
10.178926625,0,0,0,1,0
10.179368375,0,0,0,0,0
10.229398917,0,0,1,0,0
10.229516750,0,0,0,0,0
10.229527625,1,0,0,0,0
10.290418667,0,0,0,0,0
10.290429250,0,1,0,0,0
10.290547667,0,0,0,0,0
10.290565542,0,0,0,1,0
10.291007292,0,0,0,0,0
10.291024167,0,0,0,0,1
10.346526500,0,0,0,0,0
10.346544375,0,0,0,1,0
10.346980042,0,0,0,0,0
10.380846125,0,0,0,1,0
10.381287875,0,0,0,0,0
10.431324042,0,0,0,1,0
10.431759750,0,0,0,0,0
10.481806792,0,0,0,1,0
10.482242500,0,0,0,0,0
10.532279000,0,0,0,1,0
10.532720750,0,0,0,0,0
10.582761750,0,0,0,1,0
10.583203500,0,0,0,0,0
10.633239667,0,0,0,1,0
10.633675375,0,0,0,0,0
10.683722417,0,0,0,1,0
10.684158125,0,0,0,0,0
10.734197542,0,0,0,0,1
10.789695000,0,0,0,0,0
10.789705875,1,0,0,0,0
10.811665500,0,0,0,0,0
